# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24

  215,20200325,   90,   36,   40,   50,    9,   30,    1,  100,   16,   56,  -16,    6,  120,   15,  -49,    6,  115,   92, 1815,    0,    0,    0,    1,10266,10289,    8,10242,   17,   76,   20,   81,    4,    2,   46,   67,    6,   27,   16,   23
  215,20200326,   66,   47,   49,   70,   11,   30,    2,  110,   14,   64,   16,    4,  107,   13,  -15,    6,  115,   92, 1768,    0,    0,    0,    1,10237,10250,    8,10224,   16,   69,   12,   81,    1,    1,   46,   58,    3,   34,   13,   23
  215,20200327,   39,   58,   58,   80,   12,   40,    1,  130,   16,   82,   33,    5,  134,   15,   22,    6,  113,   90, 1670,    0,    0,    0,    1,10219,10230,    1,10199,   16,   60,    6,   72,    1,    0,   60,   73,   24,   41,   14,   23
  215,20200328,   23,   71,   74,  110,   17,   50,    2,  170,   17,   75,   45,   23,  114,   12,   39,   24,  113,   89, 1728,    0,    0,    0,    1,10260,10294,   22,10224,    1,   60,    3,   76,   14,    2,   67,   79,    6,   51,   11,   24
  215,20200329,   26,   81,   83,  120,   11,   30,   23,  210,   11,   43,  -20,   24,   76,   11,  -44,   24,  120,   94, 1843,    1,    1,    1,    3,10333,10370,   22,10290,    1,   61,    1,   82,   18,    3,   55,   80,    3,   35,   14,   23
  215,20200330,  345,   35,   39,   70,   12,   10,    1,  110,   14,   38,  -42,    2,   94,   14,  -60,    6,   79,   62, 1333,    4,    3,    2,   11,10311,10359,    1,10283,   18,   65,   10,   77,   12,    5,   80,   90,   23,   64,   13,   16
  215,20200331,   38,   38,   41,   60,   10,   10,   24,  120,   17,   41,  -12,   24,   85,   14,  -39,   24,  119,   92, 1946,    0,    0,    0,    1,10307,10329,    9,10278,   24,   67,    1,   82,    9,    0,   67,   90,    2,   41,   11,   24
  215,20200401,  292,   14,   18,   40,   15,    0,    3,   80,   13,   36,  -33,    2,   85,   13,  -51,    6,   52,   40, 1098,    0,    0,    0,    1,10222,10272,    1,10176,   24,   18,    1,   82,   11,    5,   79,   97,    4,   61,   10,   13
  215,20200402,  250,   50,   52,   80,   12,   20,    1,  140,   16,   75,    6,    1,  105,   11,   -3,    6,   48,   37, 1311,    2,    1,    1,   19,10133,10170,    1,10111,   19,   60,    7,   80,   12,    7,   76,   89,    1,   57,   11,   18
  215,20200403,  288,   40,   45,   70,    9,   10,   20,  120,   10,   67,    1,   24,   98,   11,  -26,   24,   69,   53, 1488,    0,    0,    0,    1,10170,10214,   24,10116,    1,   14,   24,   80,   13,    5,   76,   97,   23,   53,   14,   20
  215,20200404,  147,   28,   32,   50,   10,   10,    4,   90,   12,   80,   -6,    4,  146,   16,  -29,    6,  116,   88, 1983,    0,    0,    0,    1,10230,10245,   10,10217,    1,   63,    1,   82,   19,    2,   61,   96,    1,   36,   13,   27
  215,20200405,  131,   49,   50,   80,   11,   20,    2,  120,   12,  122,   26,    4,  200,   14,  -22,    6,  121,   92, 2018,    0,    0,    0,    1,10187,10226,    1,10151,   24,   69,    5,   82,   19,    0,   53,   79,    3,   31,   16,   31
  215,20200406,  220,   31,   43,   80,   14,   10,   24,  130,   15,  121,   52,    6,  203,   12,   15,    6,   76,   57, 1548,    4,    1,    1,   17,10196,10277,   24,10146,    4,   57,   24,   80,    2,    3,   68,   96,   24,   42,   10,   24
  215,20200407,   94,   22,   25,   50,   11,    0,    7,   80,   11,  114,   10,    5,  185,   15,   -2,    6,  123,   92, 2006,    0,    0,    0,    1,10298,10322,    9,10277,   24,    1,    2,   80,   19,    5,   71,   98,    1,   41,   13,   30
  215,20200408,   13,   17,   21,   50,   15,   10,    1,   80,   14,  130,   66,    4,  219,   14,   36,    6,  111,   83, 1877,    0,    0,    0,    1,10248,10272,    1,10229,   17,   16,   23,   69,    7,    5,   77,   96,   23,   54,   11,   30
  215,20200409,   19,   23,   31,   50,   12,   10,    1,   80,   15,  121,   56,    3,  191,   11,   30,    6,   89,   66, 1863,    0,    0,    0,    1,10262,10278,   22,10242,    1,    6,    5,   80,   11,    4,   73,   98,    4,   48,   15,   29
  215,20200410,   70,   37,   39,   50,   16,   30,   10,   80,    1,  117,   60,    5,  178,   15,   38,   24,  124,   92, 2055,    0,    0,    0,    1,10269,10281,    7,10256,   16,   60,   22,   82,   19,    7,   61,   81,    2,   42,   18,   31
  215,20200411,   98,   13,   24,   40,    9,    0,   23,   80,   10,  115,   51,   24,  199,   14,   22,    6,  124,   91, 2127,    0,    0,    0,    1,10232,10258,    1,10196,   24,   21,   24,   81,   12,    7,   62,   97,   24,   30,   13,   32
  215,20200412,  300,   10,   26,   60,   24,    0,    7,  100,   24,  125,   33,    4,  214,   13,   14,    6,   85,   62, 1646,    0,   -1,   -1,    1,10154,10189,    1,10130,   16,    8,    3,   79,    8,    4,   72,   99,    3,   44,   11,   26
  215,20200413,   16,   71,   73,   90,    6,   50,   21,  150,    8,   76,   48,   24,  102,   13,   43,   24,   80,   58, 1814,    0,   -1,   -1,    1,10243,10276,   21,10170,    1,   65,   14,   77,   19,    7,   60,   76,    3,   46,   12,   25
  215,20200414,  351,   29,   32,   50,   11,    0,   22,  100,    2,   58,    8,   23,   98,   15,  -10,   24,   63,   46, 1536,    4,    1,    1,    7,10278,10286,    8,10267,   24,   64,   22,   81,   10,    7,   72,   97,   22,   57,   13,   20
  215,20200415,  348,   13,   22,   40,   13,    0,    5,   60,   13,   69,  -13,    5,  124,   13,  -24,    6,  127,   92, 2102,    0,    0,    0,    1,10236,10264,    1,10192,   24,    2,    5,   75,   10,    4,   76,   98,    1,   54,   10,   28
  215,20200416,   66,   33,   35,   70,   21,   10,    1,  110,   21,  128,   28,    3,  205,   15,    9,    6,  118,   85, 2073,    0,    0,    0,    1,10171,10189,    1,10156,   17,    4,    2,   80,   20,    6,   65,   98,    2,   41,   15,   33
  215,20200417,   58,   58,   59,   70,    8,   50,    4,  110,    1,  105,   67,    5,  152,   15,   57,    6,  118,   84, 2148,    0,    0,    0,    1,10179,10197,    6,10164,   18,   68,   23,   82,    3,    3,   63,   80,   23,   50,   15,   32
  215,20200418,   27,   23,   32,   50,    1,   10,   16,   80,    1,  106,   67,    2,  152,   10,   58,    6,   16,   11,  863,   24,   12,    7,   15,10167,10177,   20,10159,    4,   59,   14,   77,    9,    8,   79,   93,   20,   57,    9,   13
  215,20200419,   54,   54,   55,   70,   10,   30,    1,  130,   12,  123,   76,    5,  172,   14,   59,    6,  130,   92, 2347,    0,   -1,   -1,    1,10193,10209,   24,10175,    1,   70,   12,   83,   19,    1,   49,   78,    1,   28,   17,   36
  215,20200420,   75,   72,   72,  100,   16,   50,    3,  160,   12,  125,   63,    5,  180,   15,   45,    6,  132,   93, 2381,    0,    0,    0,    1,10193,10211,    6,10169,   16,   75,   16,   83,    5,    0,   43,   58,    5,   32,   12,   37
  215,20200421,   78,   73,   73,  100,   12,   50,    5,  160,   11,  137,   80,    6,  188,   14,   66,    6,  132,   93, 2395,    0,    0,    0,    1,10184,10199,   24,10169,   16,   73,   11,   83,    1,    0,   44,   57,    5,   33,   13,   38
  215,20200422,   76,   58,   58,   90,   13,   40,    2,  130,   13,  149,   91,    4,  208,   15,   71,    6,  133,   93, 2421,    0,    0,    0,    1,10204,10214,    7,10190,   17,   73,   13,   82,    1,    0,   45,   60,    3,   29,   16,   40
  215,20200423,   85,   22,   29,   40,    3,   10,   21,   70,    3,  143,   65,   24,  220,   15,   37,   24,  131,   91, 2371,    0,    0,    0,    1,10189,10214,    6,10157,   24,    1,   24,   83,    4,    4,   60,   98,   23,   33,   13,   39
  215,20200424,  346,   41,   43,   60,   13,   20,    1,  100,   22,  104,   61,    5,  154,   12,   19,    6,  132,   91, 2396,    0,    0,    0,    1,10152,10158,   23,10146,    4,    3,    3,   82,   15,    6,   79,   99,    4,   55,   10,   35
  215,20200425,    2,   34,   37,   60,   16,   20,   10,   80,   14,   84,   32,   24,  121,   14,    4,   24,   52,   36, 1476,    0,    0,    0,    1,10152,10165,    9,10140,   19,   65,   24,   81,   11,    5,   71,   94,   24,   59,   15,   21
  215,20200426,  337,   15,   16,   40,   13,    0,    5,   70,   14,   73,    3,    4,  132,   13,  -16,    6,  106,   73, 2304,    0,    0,    0,    1,10124,10139,    1,10101,   24,    0,   23,   80,   13,    2,   82,   98,    3,   62,   10,   31
  215,20200427,  307,   19,   29,   60,   14,    0,    1,   80,   12,  107,   18,    3,  180,   11,   -2,    6,  107,   73, 2251,    0,    0,    0,    1,10077,10099,    1,10068,   17,    1,    1,   69,   15,    5,   78,  100,    6,   48,   12,   34
  215,20200428,   42,   36,   38,   60,   10,   20,   22,   90,    8,   88,   73,    1,  103,   13,   62,    6,    0,    0,  359,   70,   38,   12,   15,10047,10066,    1,10036,   15,   29,   22,   70,   18,    8,   89,   95,   23,   84,    4,    5
  215,20200429,  221,   24,   35,   60,   12,   10,    3,  140,   21,  107,   75,    1,  153,   16,   76,    6,   26,   18, 1125,   51,   48,   19,   21,10028,10050,   12,10000,   24,   28,    1,   77,   14,    8,   85,   98,    4,   66,   15,   17
  215,20200430,  208,   56,   61,   80,    9,   30,   20,  210,   19,  110,   79,   23,  158,   16,   71,   24,   77,   52, 1715,   26,   61,   32,   23, 9979, 9997,   10, 9962,   17,   60,   19,   82,   18,    7,   72,   90,   23,   47,   15,   26
  215,20200501,  239,   56,   60,   90,   12,   40,   21,  150,   12,  103,   77,    6,  134,   16,   71,    6,   60,   40, 1462,   33,   66,   27,    6, 9990,10028,   24, 9973,    1,   57,    6,   71,   12,    8,   82,   89,    6,   69,   15,   22
  215,20200502,  276,   51,   53,   70,    7,   20,   20,  120,    7,  101,   70,   22,  126,   16,   36,   24,   96,   64, 1977,    1,    9,    9,    4,10095,10150,   24,10028,    1,   61,    4,   75,    3,    5,   80,   94,   23,   72,   15,   29
  215,20200503,  312,   12,   24,   60,   13,    0,    6,   90,   13,  118,   73,    5,  153,   13,   52,    6,   32,   21, 1610,   14,    7,    4,   23,10171,10179,   22,10150,    1,   15,    5,   83,   17,    8,   78,   97,    5,   59,   13,   25
  215,20200504,   40,   44,   47,   70,   16,   20,    1,  100,   13,  112,   69,   24,  155,   13,   59,   24,  119,   79, 2501,   13,    3,    1,    1,10203,10236,   23,10170,    3,   58,    2,   83,   19,    3,   71,   93,    2,   52,   14,   38
  215,20200505,   54,   39,   42,   60,    8,   10,    4,  110,   10,   94,   37,    5,  140,   15,   -5,    6,  135,   89, 2645,    0,    0,    0,    1,10230,10250,   24,10221,   16,   70,    2,   82,   15,    1,   64,   87,    3,   45,   12,   38
  215,20200506,   35,   28,   38,   60,   14,   10,   24,   90,   13,  105,   42,   24,  162,   12,   12,   24,  142,   94, 2648,    0,    0,    0,    1,10261,10268,   21,10250,    1,    2,   24,   80,    7,    1,   67,   98,   24,   43,   11,   39
  215,20200507,  322,   12,   14,   40,   13,    0,    1,   60,   12,  110,   19,    4,  185,   12,  -12,    6,  138,   91, 2527,    0,    0,    0,    1,10235,10262,    1,10206,   24,    0,    4,   76,    9,    4,   70,   98,    1,   42,   17,   38
  215,20200508,  339,   15,   17,   40,   13,    0,    1,   60,   14,  131,   46,    4,  211,   12,    9,    6,  105,   69, 2259,    0,    0,    0,    1,10184,10202,    1,10163,   24,    1,    3,   67,   10,    6,   67,   99,    5,   40,   11,   36
  215,20200509,   53,   32,   33,   50,   11,   10,    1,   90,   11,  169,   65,    4,  236,   15,   32,    6,  133,   87, 2578,    0,    0,    0,    1,10125,10158,    1,10082,   24,    8,    5,   81,   14,    3,   60,   99,    5,   37,   16,   44
  215,20200510,   19,   56,   59,  100,   16,   10,    4,  170,   17,  130,   74,   24,  210,   10,   68,    6,   46,   30, 1786,    0,    0,    0,    1,10088,10143,   24,10060,   10,   62,    9,   80,   22,    7,   70,   83,    4,   58,   24,   28
  215,20200511,   18,   78,   79,  110,   17,   30,   23,  170,    9,   82,   46,   23,  119,   14,   35,   24,  114,   74, 2388,    0,   -1,   -1,    1,10169,10210,   22,10141,    1,   70,   11,   81,   15,    4,   55,   80,   23,   38,   14,   33
  215,20200512,  278,   28,   31,   50,    9,   10,    2,  100,    9,   75,   20,   24,  118,   13,    1,   24,   84,   54, 2079,    9,    4,    3,    6,10188,10212,    6,10151,   24,   60,    9,   83,   18,    5,   73,   94,    3,   54,   13,   28
  215,20200513,    3,   48,   54,  100,   17,   10,    2,  150,   17,   74,   10,    5,  121,   13,  -26,    6,   95,   61, 2259,    0,   -1,   -1,    1,10156,10195,   24,10139,    4,   65,    2,   82,   20,    3,   67,   97,    4,   45,   18,   31
  215,20200514,    8,   44,   47,   80,   15,   10,    5,  120,   16,   72,    4,    4,  124,   14,  -36,    6,  114,   73, 2257,    0,    0,    0,    1,10216,10226,   11,10199,    1,   70,    4,   81,    6,    2,   64,   90,    5,   51,   10,   31
  215,20200515,  324,   20,   27,   50,   14,   10,    4,   80,   13,   85,    2,    5,  133,   12,  -34,    6,  136,   87, 2666,    0,    0,    0,    1,10234,10241,   14,10216,    3,   65,    4,   82,    9,    4,   72,   97,   24,   55,   18,   37
  215,20200516,  269,   32,   37,   70,   12,   10,    1,  110,   11,   92,   34,    2,  138,    9,   -7,    6,   95,   60, 2098,    0,    0,    0,    1,10231,10234,   12,10225,    7,    1,   22,   81,   10,    5,   81,   99,   24,   64,   10,   30
  215,20200517,  254,   32,   35,   60,   11,   10,    1,  100,   13,  120,   35,    1,  173,   17,   -9,    6,  131,   83, 2775,    0,    0,    0,    1,10236,10248,   10,10226,   24,    1,    1,   82,   12,    4,   69,   99,    2,   44,   14,   43
  215,20200518,  253,   36,   38,   70,   13,   10,    1,  120,   13,  136,   79,    1,  176,   11,   32,    6,  128,   81, 2697,    0,    0,    0,    1,10227,10235,   12,10220,    4,   57,    4,   80,    8,    7,   75,   95,    3,   56,   16,   43
  215,20200519,  300,   24,   28,   50,    9,   10,    3,   80,    9,  141,   91,   24,  184,   12,   58,    6,  139,   88, 2768,    0,    0,    0,    1,10227,10236,   21,10216,    3,    0,   22,   80,   13,    3,   82,   99,   22,   69,   12,   45
  215,20200520,   62,   15,   20,   40,   17,    0,    1,   70,   16,  168,   91,    1,  219,   15,   58,    6,  104,   65, 2306,    0,    0,    0,    1,10231,10240,    9,10223,   17,    1,    3,   82,   19,    5,   72,   99,    1,   50,   16,   40
  215,20200521,  123,   10,   21,   40,    8,    0,   22,   70,   12,  184,   94,    4,  253,   15,   54,    6,  145,   91, 2725,    0,    0,    0,    1,10204,10222,    1,10175,   24,    1,    4,   80,   16,    5,   72,   98,    2,   46,   13,   48
  215,20200522,  229,   58,   62,  110,   15,   10,    1,  180,   16,  174,  137,   24,  226,    9,  105,    6,   50,   31, 1580,    8,    2,    1,   13,10167,10189,   23,10144,    7,   57,    1,   80,    8,    8,   66,   95,    1,   36,   16,   27
  215,20200523,  244,   78,   78,  100,   12,   50,    5,  170,   16,  143,  127,    5,  173,   14,  116,   24,  115,   72, 2707,    0,    0,    0,    1,10219,10247,   24,10190,    1,   58,    2,   72,   17,    5,   71,   83,    4,   58,   13,   44
  215,20200524,  262,   54,   55,   70,    6,   30,   21,  120,   12,  133,  116,    4,  149,   16,  103,    6,   16,   10,  731,   26,   16,    6,    9,10288,10324,   24,10248,    1,   56,    8,   70,   19,    7,   81,   89,   10,   73,    2,   12
  215,20200525,  320,   30,   31,   50,   13,    0,   21,   80,   13,  137,   73,   23,  176,   15,   37,   24,  150,   93, 2887,    0,    0,    0,    1,10345,10355,   24,10321,    1,    0,   23,   74,   18,    2,   81,   99,   22,   63,   14,   46
  215,20200526,  320,   17,   24,   40,   12,    0,    2,   70,   16,  146,   66,    3,  217,   11,   35,    6,  116,   72, 2701,    0,    0,    0,    1,10354,10360,    9,10349,   18,    0,    2,   80,    8,    6,   76,   99,    1,   47,   12,   44
  215,20200527,  353,   39,   43,   70,   13,   20,    1,  100,   12,  144,  100,    4,  193,   12,   63,    6,  148,   91, 2944,    0,    0,    0,    1,10351,10360,   24,10343,   19,   62,    3,   81,   13,    2,   74,   94,    4,   58,   12,   48
  215,20200528,   44,   40,   42,   60,    9,   10,    4,  120,   17,  141,   61,    4,  194,   15,   20,    6,  140,   86, 2908,    0,    0,    0,    1,10340,10361,    6,10316,   24,   65,    4,   81,   18,    2,   61,   95,    4,   42,   16,   47
  215,20200529,   52,   36,   40,   60,   21,   30,    1,  100,   20,  151,   80,    4,  209,   16,   64,    6,  150,   92, 2982,    0,    0,    0,    1,10282,10316,    1,10249,   19,   70,    2,   80,   24,    2,   62,   82,    3,   41,   13,   49
  215,20200530,   66,   42,   45,   70,   19,   30,    5,  110,   19,  179,  111,    4,  231,   14,   95,    6,  150,   92, 2864,    0,    0,    0,    1,10240,10256,    1,10220,   18,   67,   15,   82,    9,    0,   53,   73,    4,   35,   14,   50
  215,20200531,   63,   51,   53,   80,   11,   30,    2,  130,   10,  174,  124,    3,  217,   15,  100,    6,  152,   93, 2925,    0,    0,    0,    1,10234,10246,    7,10219,   17,   74,   11,   83,   19,    5,   55,   78,    3,   37,   16,   51
  215,20200601,   51,   33,   35,   50,   11,   20,   23,  100,   13,  182,  122,   24,  230,   17,   83,   24,  101,   62, 2367,    0,    0,    0,    1,10223,10236,    6,10204,   24,   65,   24,   82,   12,    8,   57,   92,   24,   37,   14,   42
  215,20200602,  329,   23,   25,   50,   13,   10,    1,   80,   13,  170,   98,    3,  242,   10,   52,    6,  127,   77, 2650,    0,    0,    0,    1,10162,10201,    1,10105,   24,    0,   24,   80,    8,    7,   72,   98,    2,   47,    9,   46
  215,20200603,  328,   42,   47,   70,   20,   20,    1,  110,   20,  151,  105,    1,  186,   11,   75,    6,   96,   58, 2472,    0,    0,    0,    1,10056,10098,    1,10014,   24,   12,    2,   75,    8,    8,   84,   98,    1,   70,    9,   41
  215,20200604,  328,   56,   59,   70,    9,   40,   22,  130,   16,  123,   93,   23,  150,    9,   84,   24,    8,    5, 1052,   26,    8,    2,   17, 9988,10010,    1, 9979,   16,   50,   12,   75,    4,    7,   80,   91,   12,   70,   24,   16
  215,20200605,  258,   37,   51,   90,   16,   20,    2,  150,   16,  100,   57,    3,  128,   11,   46,    6,   21,   13, 1107,   48,   85,   27,    7, 9940, 9974,    1, 9902,   11,   58,    7,   80,   15,    7,   80,   93,    7,   67,   15,   16
  215,20200606,  233,   69,   72,  110,   14,   40,    1,  170,   13,  114,   87,    1,  145,   13,   72,    6,   61,   37, 1588,   48,  116,   34,   19, 9978, 9993,   24, 9959,    2,   41,   19,   83,    1,    6,   70,   93,   19,   52,   14,   24
  215,20200607,  265,   55,   55,   70,    3,   30,   24,  130,    4,  123,  104,    4,  150,   16,   99,    6,   38,   23, 1459,   16,   16,    5,    7,10070,10119,   24, 9997,    1,   57,    7,   75,    2,    8,   82,   93,   24,   75,   12,   23
  215,20200608,  347,   45,   47,   80,   15,   10,    5,  120,   17,  131,   95,    5,  172,   12,   80,    6,   49,   30, 1928,    2,    3,    2,    1,10155,10192,   23,10117,    2,   58,    1,   75,    7,    7,   81,   92,    3,   70,   11,   30
  215,20200609,  353,   34,   36,   50,   12,   10,   24,   80,   12,  123,   66,   24,  163,   12,   30,   24,   87,   52, 2374,    0,    0,    0,    1,10197,10204,    9,10189,    2,   65,   24,   81,   12,    4,   68,   92,   24,   56,   14,   37
  215,20200610,  350,   10,   18,   40,   13,   10,    1,   60,   12,  133,   57,    1,  180,   10,   19,    6,   52,   31, 1403,   19,   12,    6,   19,10162,10187,    1,10141,   24,   50,   19,   80,    7,    6,   81,   97,    1,   56,   10,   22
  215,20200611,   61,   31,   35,   60,    8,   10,    1,  100,    8,  157,  130,    2,  190,   18,  123,    6,   39,   23, 1139,   26,    6,    3,   11,10115,10137,    1,10097,   18,   59,    2,   79,   18,    6,   83,   92,   10,   68,   18,   19
  215,20200612,  102,   27,   40,   70,   11,   10,   18,  170,   22,  189,  148,    3,  260,   15,  142,    6,   85,   51, 2168,   25,  177,  126,   22,10077,10099,    1,10059,   14,   22,   21,   80,   11,    6,   78,   97,   22,   46,   15,   39
  215,20200613,   40,   13,   30,   50,   14,   10,   23,   90,   20,  190,  149,    1,  242,   13,  135,   24,  122,   73, 2674,   13,    8,    6,    3,10110,10129,   22,10090,    1,   57,    3,   80,   11,    4,   79,   96,    2,   57,   12,   48
  215,20200614,  270,   21,   24,   50,   12,    0,   24,   80,   12,  164,  136,   24,  220,    8,  123,    6,   12,    7, 1010,    8,    3,    3,   11,10147,10163,   23,10122,    2,    5,    3,   75,   16,    8,   91,   99,    3,   79,   16,   17
  215,20200615,  289,   17,   21,   40,   11,    0,    5,   70,   13,  176,  138,    1,  224,   14,  126,   24,   58,   35, 2223,    0,    0,    0,    1,10166,10171,    9,10157,    3,   57,    1,   81,   13,    8,   77,   97,    1,   58,   13,   39
  215,20200616,   56,   10,   18,   50,   14,    0,   22,   90,   14,  173,  137,   22,  230,   12,  110,   24,   12,    7, 1200,   19,  405,  222,   14,10151,10161,    1,10138,   20,    1,   22,   74,   13,    8,   85,   98,   21,   62,   13,   21
  215,20200617,   54,   25,   34,   50,   13,   10,    1,  100,   14,  194,  149,    1,  242,   14,  140,    6,   98,   59, 2550,   34,   93,   43,   22,10119,10137,    1,10099,   24,   25,   22,   81,   13,    7,   77,   98,    1,   48,   14,   46
  215,20200618,  229,   11,   32,   60,    8,   10,   20,   90,    8,  168,  118,   24,  215,   14,   92,   24,   44,   26, 1780,   63,  116,   39,    5,10110,10139,   24,10084,    4,    0,   24,   80,   13,    8,   86,   99,   23,   68,   14,   31
  215,20200619,  255,   33,   34,   70,   16,    0,    2,  120,   17,  163,  103,    4,  210,   14,   80,    6,  104,   62, 2317,    1,    1,    1,   10,10161,10192,   24,10137,    2,    0,    1,   83,   20,    4,   78,   99,    2,   57,   18,   39
  215,20200620,  265,   24,   28,   50,   14,    0,   21,   80,   14,  165,  117,    2,  203,   14,   77,   24,  129,   77, 2820,    0,    0,    0,    1,10209,10220,   12,10195,    1,   32,   23,   82,   17,    2,   77,   96,   21,   54,   16,   48
  215,20200621,  214,   33,   43,   70,   11,   20,    1,  120,   13,  179,  125,    2,  246,   13,   89,    6,   79,   47, 1848,    0,    0,    0,    1,10189,10214,   24,10176,   11,   58,   24,   81,   11,    6,   74,   93,   24,   57,   10,   32
  215,20200622,  284,   28,   30,   50,   14,    0,   24,   80,   12,  163,   99,   23,  204,   12,   62,   24,  155,   92, 3038,    0,    0,    0,    1,10252,10270,   13,10217,    1,   56,    2,   80,   17,    1,   74,   98,    2,   51,   15,   52
  215,20200623,  340,   14,   22,   40,   12,    0,    3,   60,   10,  185,   99,    4,  229,   16,   54,    6,  155,   92, 2942,    0,    0,    0,    1,10252,10263,   11,10239,   24,    5,    4,   82,   17,    2,   67,  100,    4,   50,   15,   52
  215,20200624,   80,   40,   43,   70,   18,   30,    1,  100,   18,  239,  170,    4,  301,   15,  160,    6,  138,   82, 2798,    0,    0,    0,    1,10222,10238,    1,10204,   18,   61,   12,   83,   21,    6,   54,   83,    3,   35,   14,   54
  215,20200625,  107,   46,   48,   60,    8,   30,   20,  110,   11,  241,  173,    4,  295,   15,  162,    6,  155,   92, 2964,    0,    0,    0,    1,10175,10205,    1,10138,   24,   75,    3,   83,    1,    0,   55,   76,   24,   40,   16,   58
  215,20200626,  135,   28,   39,   50,    6,   20,   19,  100,   17,  234,  180,    4,  304,   15,  170,    6,  127,   76, 2753,   38,  352,  129,   20,10107,10135,    1,10085,   16,   56,   22,   81,   16,    3,   68,   96,   24,   42,   13,   53
  215,20200627,  216,   43,   46,   90,   17,   10,    1,  160,   18,  193,  167,    2,  227,   17,  158,    6,   61,   36, 1439,   13,   15,    8,   18,10083,10088,    1,10071,   17,    5,    1,   80,   16,    7,   81,   98,    1,   67,   17,   26
  215,20200628,  232,   75,   76,  100,   12,   50,    2,  170,   17,  170,  143,   24,  202,   13,  131,   24,  121,   72, 2554,    7,    8,    7,    6,10111,10126,   14,10083,    1,   63,    6,   80,   22,    5,   64,   87,    6,   49,   16,   44
  215,20200629,  232,   76,   78,  100,   14,   50,    2,  170,   16,  159,  138,    2,  190,   11,  130,    6,   36,   22, 1280,    0,   -1,   -1,    1,10099,10107,    1,10084,   24,   61,   13,   80,    5,    7,   68,   82,    3,   54,    9,   22
  215,20200630,  240,   62,   64,  100,   12,   40,   22,  160,    1,  160,  142,    7,  186,   10,  138,   12,   20,   12, 1129,   62,  125,   33,   17,10074,10083,   11,10062,   24,   28,   16,   80,   10,    8,   83,   96,   16,   66,   11,   19
  215,20200701,  241,   55,   55,   80,   11,   30,    3,  140,   12,  174,  151,   24,  199,   16,  143,   24,   61,   37, 1850,     ,     ,     ,     ,10061,10079,   23,10046,    7,   63,   24,   79,   13,    7,   80,   93,    1,   64,   14,   32
  215,20200702,  251,   54,   55,   80,   10,   30,    1,  130,   16,  173,  153,    1,  193,   10,  144,    6,   98,   59, 2438,     ,     ,     ,     ,10108,10142,   24,10079,    1,   64,    1,   81,   12,    6,   78,   88,    2,   62,   12,   42
  215,20200703,  237,   68,   69,  110,   18,   20,    3,  180,   18,  169,  114,    4,  203,   12,   96,    6,   92,   55, 2175,     ,     ,     ,     ,10156,10165,   12,10143,   24,   59,    4,   78,   12,    7,   72,   96,    4,   52,   14,   37
  215,20200704,  228,   81,   82,   90,    1,   70,    3,  170,   16,  165,  143,    4,  183,   17,  140,    6,    0,    0,  518,     ,     ,     ,     ,10118,10141,    1,10101,   24,   21,   12,   70,    1,    8,   90,   95,   13,   72,    1,    9
  215,20200705,  239,   92,   93,  110,   11,   70,   21,  210,    8,  175,  153,   24,  202,   13,  146,   24,   71,   43, 1812,     ,     ,     ,     ,10096,10108,   24,10083,    5,   33,    8,   70,    9,    6,   79,   92,    4,   60,   22,   32
  215,20200706,  281,   71,   73,  100,    1,   10,   24,  180,    1,  145,   93,   23,  180,   13,   55,   24,   80,   48, 2038,     ,     ,     ,     ,10168,10221,   22,10108,    2,   59,   13,   75,   11,    5,   73,   96,   24,   64,   12,   33
  215,20200707,  260,   29,   36,   70,    9,    0,   22,  110,   10,  145,   86,    1,  179,   14,   48,    6,   56,   34, 1971,     ,     ,     ,     ,10191,10214,    1,10163,   24,   38,   22,   79,   13,    8,   81,   97,    1,   63,   12,   32
  215,20200708,  117,    8,   20,   30,    3,   10,    9,   40,    1,  149,  132,    1,  169,   12,  129,    6,    0,    0,  525,     ,     ,     ,     ,10150,10158,    1,10140,   24,   30,   19,   70,   12,    8,   94,   98,   24,   87,   12,    9
  215,20200709,  237,   50,   51,   70,   12,   20,    1,  120,    9,  166,  152,    1,  173,   13,  151,    6,    0,    0,  457,     ,     ,     ,     ,10114,10132,    1,10087,   24,   24,   15,   65,   19,    8,   94,   98,    1,   88,   13,    8
  215,20200710,  329,   33,   41,   60,    9,   10,   22,  100,    9,  144,   87,   24,  177,   15,   68,   24,   69,   42, 1862,     ,     ,     ,     ,10149,10215,   24,10073,    3,    6,   24,   80,   14,    5,   84,   98,   23,   66,   14,   30
  215,20200711,  302,   24,   31,   60,   14,   10,    1,   90,   13,  138,   82,    2,  185,   13,   62,    6,  128,   78, 2549,     ,     ,     ,     ,10251,10278,   23,10217,    1,    2,    3,   81,   12,    2,   82,   99,    3,   64,   12,   41
  215,20200712,  337,   22,   23,   50,   13,    0,    3,   70,   11,  145,   74,    4,  195,   12,   53,    6,  141,   86, 2753,     ,     ,     ,     ,10283,10296,   11,10270,   24,    1,    1,   83,   18,    4,   75,   99,    2,   54,   17,   45
